period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2024,IL,Illinois,TOT,All sectors,COL,Coal,6694.5,megawatts
2024,IL,Illinois,TOT,All sectors,HYC,Hydroelectric,32.9,megawatts
2024,IL,Illinois,TOT,All sectors,NG,Natural Gas,16192.9,megawatts
2024,IL,Illinois,TOT,All sectors,NGCC,Natural Gas - CC,5452.9,megawatts
2024,IL,Illinois,TOT,All sectors,NGGT,Natural Gas - GT,10367.0,megawatts
2024,IL,Illinois,TOT,All sectors,NGIC,Natural Gas - IC,184.5,megawatts
2024,IL,Illinois,TOT,All sectors,NGST,Natural Gas - ST,188.5,megawatts
2024,IL,Illinois,TOT,All sectors,NUC,Nuclear,11591.6,megawatts
2024,IL,Illinois,TOT,All sectors,OBM,Other Biomass,55.2,megawatts
2024,IL,Illinois,TOT,All sectors,OOG,Other Gas,36.5,megawatts
2024,IL,Illinois,TOT,All sectors,OT,Other,78.0,megawatts
2024,IL,Illinois,TOT,All sectors,PET,Petroleum,664.9,megawatts
2024,IL,Illinois,TOT,All sectors,PETGT,Petroleum - GT,361.2,megawatts
2024,IL,Illinois,TOT,All sectors,PETIC,Petroleum - IC,303.7,megawatts
2024,IL,Illinois,TOT,All sectors,SOL,Solar,2958.7,megawatts
2024,IL,Illinois,TOT,All sectors,SOLPV,Solar - PV,2958.7,megawatts
2024,IL,Illinois,TOT,All sectors,WND,Wind,7873.7,megawatts
2024,IN,Indiana,EU,Electric Utilities,ALL,All,18705.3,megawatts
2024,IN,Indiana,EU,Electric Utilities,BAT,Battery,81.0,megawatts
2024,IN,Indiana,EU,Electric Utilities,COL,Coal,12126.9,megawatts
2024,IN,Indiana,EU,Electric Utilities,HYC,Hydroelectric,69.1,megawatts
2024,IN,Indiana,EU,Electric Utilities,NG,Natural Gas,5046.8,megawatts
2024,IN,Indiana,EU,Electric Utilities,NGCC,Natural Gas - CC,1474.3,megawatts
2024,IN,Indiana,EU,Electric Utilities,NGGT,Natural Gas - GT,2928.9,megawatts
2024,IN,Indiana,EU,Electric Utilities,NGIC,Natural Gas - IC,25.6,megawatts
2024,IN,Indiana,EU,Electric Utilities,NGST,Natural Gas - ST,618.0,megawatts
2024,IN,Indiana,EU,Electric Utilities,OBM,Other Biomass,26.2,megawatts
2024,IN,Indiana,EU,Electric Utilities,OOG,Other Gas,12.0,megawatts
2024,IN,Indiana,EU,Electric Utilities,PET,Petroleum,62.8,megawatts
2024,IN,Indiana,EU,Electric Utilities,PETGT,Petroleum - GT,37.0,megawatts
2024,IN,Indiana,EU,Electric Utilities,PETIC,Petroleum - IC,25.8,megawatts
2024,IN,Indiana,EU,Electric Utilities,SOL,Solar,1174.5,megawatts
2024,IN,Indiana,EU,Electric Utilities,SOLPV,Solar - PV,1174.5,megawatts
2024,IN,Indiana,EU,Electric Utilities,WND,Wind,106.0,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,ALL,All,9131.3,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,COL,Coal,594.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,HYC,Hydroelectric,2.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,NG,Natural Gas,3180.7,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2418.0,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,NGGT,Natural Gas - GT,414.1,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,NGIC,Natural Gas - IC,12.6,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,NGST,Natural Gas - ST,336.0,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,OBM,Other Biomass,22.4,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,OOG,Other Gas,372.1,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,OT,Other,88.0,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,PET,Petroleum,22.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,PETIC,Petroleum - IC,22.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,SOL,Solar,1315.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,SOLPV,Solar - PV,1315.5,megawatts
2024,IN,Indiana,IPP,Independent Power Producers,WND,Wind,3533.1,megawatts
2024,IN,Indiana,TOT,All sectors,ALL,All,27836.6,megawatts
2024,IN,Indiana,TOT,All sectors,BAT,Battery,81.0,megawatts
2024,IN,Indiana,TOT,All sectors,COL,Coal,12721.4,megawatts
2024,IN,Indiana,TOT,All sectors,HYC,Hydroelectric,71.6,megawatts
2024,IN,Indiana,TOT,All sectors,NG,Natural Gas,8227.5,megawatts
2024,IN,Indiana,TOT,All sectors,NGCC,Natural Gas - CC,3892.3,megawatts
2024,IN,Indiana,TOT,All sectors,NGGT,Natural Gas - GT,3343.0,megawatts
2024,IN,Indiana,TOT,All sectors,NGIC,Natural Gas - IC,38.2,megawatts
2024,IN,Indiana,TOT,All sectors,NGST,Natural Gas - ST,954.0,megawatts
2024,IN,Indiana,TOT,All sectors,OBM,Other Biomass,48.6,megawatts
2024,IN,Indiana,TOT,All sectors,OOG,Other Gas,384.1,megawatts
2024,IN,Indiana,TOT,All sectors,OT,Other,88.0,megawatts
2024,IN,Indiana,TOT,All sectors,PET,Petroleum,85.3,megawatts
2024,IN,Indiana,TOT,All sectors,PETGT,Petroleum - GT,37.0,megawatts
2024,IN,Indiana,TOT,All sectors,PETIC,Petroleum - IC,48.3,megawatts
2024,IN,Indiana,TOT,All sectors,SOL,Solar,2490.0,megawatts
2024,IN,Indiana,TOT,All sectors,SOLPV,Solar - PV,2490.0,megawatts
2024,IN,Indiana,TOT,All sectors,WND,Wind,3639.1,megawatts
2024,KS,Kansas,EU,Electric Utilities,ALL,All,11086.0,megawatts
2024,KS,Kansas,EU,Electric Utilities,COL,Coal,4695.0,megawatts
2024,KS,Kansas,EU,Electric Utilities,NG,Natural Gas,3769.2,megawatts
2024,KS,Kansas,EU,Electric Utilities,NGCC,Natural Gas - CC,247.0,megawatts
2024,KS,Kansas,EU,Electric Utilities,NGGT,Natural Gas - GT,2129.7,megawatts
2024,KS,Kansas,EU,Electric Utilities,NGIC,Natural Gas - IC,592.4,megawatts
2024,KS,Kansas,EU,Electric Utilities,NGST,Natural Gas - ST,800.1,megawatts
2024,KS,Kansas,EU,Electric Utilities,NUC,Nuclear,1176.7,megawatts
2024,KS,Kansas,EU,Electric Utilities,PET,Petroleum,540.1,megawatts
2024,KS,Kansas,EU,Electric Utilities,PETGT,Petroleum - GT,215.5,megawatts
2024,KS,Kansas,EU,Electric Utilities,PETIC,Petroleum - IC,324.6,megawatts
2024,KS,Kansas,EU,Electric Utilities,SOL,Solar,32.5,megawatts
2024,KS,Kansas,EU,Electric Utilities,SOLPV,Solar - PV,32.5,megawatts
2024,KS,Kansas,EU,Electric Utilities,WND,Wind,872.5,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,ALL,All,8269.9,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,HYC,Hydroelectric,7.0,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,NG,Natural Gas,49.6,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,NGGT,Natural Gas - GT,43.9,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,NGST,Natural Gas - ST,5.7,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,OBM,Other Biomass,9.0,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,OT,Other,0.8,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,SOL,Solar,33.3,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,SOLPV,Solar - PV,33.3,megawatts
2024,KS,Kansas,IPP,Independent Power Producers,WND,Wind,8170.2,megawatts
2024,KS,Kansas,TOT,All sectors,ALL,All,19355.9,megawatts
2024,KS,Kansas,TOT,All sectors,COL,Coal,4695.0,megawatts
2024,KS,Kansas,TOT,All sectors,HYC,Hydroelectric,7.0,megawatts
2024,KS,Kansas,TOT,All sectors,NG,Natural Gas,3818.8,megawatts
2024,KS,Kansas,TOT,All sectors,NGCC,Natural Gas - CC,247.0,megawatts
2024,KS,Kansas,TOT,All sectors,NGGT,Natural Gas - GT,2173.6,megawatts
2024,KS,Kansas,TOT,All sectors,NGIC,Natural Gas - IC,592.4,megawatts
2024,KS,Kansas,TOT,All sectors,NGST,Natural Gas - ST,805.8,megawatts
2024,KS,Kansas,TOT,All sectors,NUC,Nuclear,1176.7,megawatts
2024,KS,Kansas,TOT,All sectors,OBM,Other Biomass,9.0,megawatts
2024,KS,Kansas,TOT,All sectors,OT,Other,0.8,megawatts
2024,KS,Kansas,TOT,All sectors,PET,Petroleum,540.1,megawatts
2024,KS,Kansas,TOT,All sectors,PETGT,Petroleum - GT,215.5,megawatts
2024,KS,Kansas,TOT,All sectors,PETIC,Petroleum - IC,324.6,megawatts
2024,KS,Kansas,TOT,All sectors,SOL,Solar,65.8,megawatts
2024,KS,Kansas,TOT,All sectors,SOLPV,Solar - PV,65.8,megawatts
2024,KS,Kansas,TOT,All sectors,WND,Wind,9042.7,megawatts
2024,KY,Kentucky,EU,Electric Utilities,ALL,All,17073.5,megawatts
2024,KY,Kentucky,EU,Electric Utilities,COL,Coal,8631.0,megawatts
2024,KY,Kentucky,EU,Electric Utilities,HYC,Hydroelectric,1132.6,megawatts
2024,KY,Kentucky,EU,Electric Utilities,NG,Natural Gas,7256.6,megawatts
2024,KY,Kentucky,EU,Electric Utilities,NGCC,Natural Gas - CC,1791.0,megawatts
2024,KY,Kentucky,EU,Electric Utilities,NGGT,Natural Gas - GT,4751.6,megawatts
2024,KY,Kentucky,EU,Electric Utilities,NGST,Natural Gas - ST,714.0,megawatts
2024,KY,Kentucky,EU,Electric Utilities,OBM,Other Biomass,13.6,megawatts
2024,KY,Kentucky,EU,Electric Utilities,PET,Petroleum,10.8,megawatts
2024,KY,Kentucky,EU,Electric Utilities,PETIC,Petroleum - IC,10.8,megawatts
2024,KY,Kentucky,EU,Electric Utilities,SOL,Solar,28.9,megawatts
2024,KY,Kentucky,EU,Electric Utilities,SOLPV,Solar - PV,28.9,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,ALL,All,1306.9,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,HYC,Hydroelectric,4.8,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,NG,Natural Gas,848.0,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,NGGT,Natural Gas - GT,848.0,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,OBM,Other Biomass,4.6,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,SOL,Solar,397.2,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,SOLPV,Solar - PV,397.2,megawatts
2024,KY,Kentucky,IPP,Independent Power Producers,WOO,Wood,52.3,megawatts
2024,KY,Kentucky,TOT,All sectors,ALL,All,18380.4,megawatts
2024,KY,Kentucky,TOT,All sectors,COL,Coal,8631.0,megawatts
2024,KY,Kentucky,TOT,All sectors,HYC,Hydroelectric,1137.4,megawatts
2024,KY,Kentucky,TOT,All sectors,NG,Natural Gas,8104.6,megawatts
2024,KY,Kentucky,TOT,All sectors,NGCC,Natural Gas - CC,1791.0,megawatts
2024,KY,Kentucky,TOT,All sectors,NGGT,Natural Gas - GT,5599.6,megawatts
2024,KY,Kentucky,TOT,All sectors,NGST,Natural Gas - ST,714.0,megawatts
2024,KY,Kentucky,TOT,All sectors,OBM,Other Biomass,18.2,megawatts
2024,KY,Kentucky,TOT,All sectors,PET,Petroleum,10.8,megawatts
2024,KY,Kentucky,TOT,All sectors,PETIC,Petroleum - IC,10.8,megawatts
2024,KY,Kentucky,TOT,All sectors,SOL,Solar,426.1,megawatts
2024,KY,Kentucky,TOT,All sectors,SOLPV,Solar - PV,426.1,megawatts
2024,KY,Kentucky,TOT,All sectors,WOO,Wood,52.3,megawatts
2024,LA,Louisiana,EU,Electric Utilities,ALL,All,15993.1,megawatts
2024,LA,Louisiana,EU,Electric Utilities,COL,Coal,1012.8,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NG,Natural Gas,12024.2,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NGCC,Natural Gas - CC,6568.1,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NGGT,Natural Gas - GT,1098.6,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NGIC,Natural Gas - IC,191.8,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NGST,Natural Gas - ST,4165.7,megawatts
2024,LA,Louisiana,EU,Electric Utilities,NUC,Nuclear,2051.5,megawatts
2024,LA,Louisiana,EU,Electric Utilities,OT,Other,41.1,megawatts
2024,LA,Louisiana,EU,Electric Utilities,PET,Petroleum,839.0,megawatts
2024,LA,Louisiana,EU,Electric Utilities,PETGT,Petroleum - GT,32.1,megawatts
2024,LA,Louisiana,EU,Electric Utilities,PETIC,Petroleum - IC,14.0,megawatts
2024,LA,Louisiana,EU,Electric Utilities,PETST,Petroleum - ST,792.9,megawatts
2024,LA,Louisiana,EU,Electric Utilities,SOL,Solar,24.5,megawatts
2024,LA,Louisiana,EU,Electric Utilities,SOLPV,Solar - PV,24.5,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,ALL,All,8713.6,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,COL,Coal,1108.8,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,HYC,Hydroelectric,192.0,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,NG,Natural Gas,5477.7,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2836.1,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1746.4,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,NGIC,Natural Gas - IC,24.7,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,NGST,Natural Gas - ST,870.5,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,OBM,Other Biomass,12.1,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,OOG,Other Gas,167.6,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,OT,Other,315.7,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,PET,Petroleum,3.6,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,PETIC,Petroleum - IC,3.6,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,SOL,Solar,1028.1,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,SOLPV,Solar - PV,1028.1,megawatts
2024,LA,Louisiana,IPP,Independent Power Producers,WOO,Wood,408.0,megawatts
2024,LA,Louisiana,TOT,All sectors,ALL,All,24706.7,megawatts
2024,LA,Louisiana,TOT,All sectors,COL,Coal,2121.6,megawatts
2024,LA,Louisiana,TOT,All sectors,HYC,Hydroelectric,192.0,megawatts
2024,LA,Louisiana,TOT,All sectors,NG,Natural Gas,17501.9,megawatts
2024,LA,Louisiana,TOT,All sectors,NGCC,Natural Gas - CC,9404.2,megawatts
2024,LA,Louisiana,TOT,All sectors,NGGT,Natural Gas - GT,2845.0,megawatts
2024,LA,Louisiana,TOT,All sectors,NGIC,Natural Gas - IC,216.5,megawatts
2024,LA,Louisiana,TOT,All sectors,NGST,Natural Gas - ST,5036.2,megawatts
2024,LA,Louisiana,TOT,All sectors,NUC,Nuclear,2051.5,megawatts
2024,LA,Louisiana,TOT,All sectors,OBM,Other Biomass,12.1,megawatts
2024,LA,Louisiana,TOT,All sectors,OOG,Other Gas,167.6,megawatts
2024,LA,Louisiana,TOT,All sectors,OT,Other,356.8,megawatts
2024,LA,Louisiana,TOT,All sectors,PET,Petroleum,842.6,megawatts
2024,LA,Louisiana,TOT,All sectors,PETGT,Petroleum - GT,32.1,megawatts
2024,LA,Louisiana,TOT,All sectors,PETIC,Petroleum - IC,17.6,megawatts
2024,LA,Louisiana,TOT,All sectors,PETST,Petroleum - ST,792.9,megawatts
2024,LA,Louisiana,TOT,All sectors,SOL,Solar,1052.6,megawatts
2024,LA,Louisiana,TOT,All sectors,SOLPV,Solar - PV,1052.6,megawatts
2024,LA,Louisiana,TOT,All sectors,WOO,Wood,408.0,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,ALL,All,1029.8,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,BAT,Battery,18.9,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,HYC,Hydroelectric,82.1,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,NG,Natural Gas,340.4,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,NGCC,Natural Gas - CC,103.0,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,NGGT,Natural Gas - GT,214.2,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,NGIC,Natural Gas - IC,23.2,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,PET,Petroleum,496.5,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,PETGT,Petroleum - GT,143.5,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,PETIC,Petroleum - IC,47.9,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,PETOTH,Petroleum - OTH,305.1,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,SOL,Solar,65.9,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,SOLPV,Solar - PV,65.9,megawatts
2024,MA,Massachusetts,EU,Electric Utilities,WND,Wind,26.0,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,ALL,All,10475.6,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,BAT,Battery,287.0,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,HPS,Pumped Storage,1834.0,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,HYC,Hydroelectric,185.1,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NG,Natural Gas,4676.6,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NGCC,Natural Gas - CC,4284.3,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NGGT,Natural Gas - GT,322.1,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NGIC,Natural Gas - IC,16.8,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,7.5,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,NGST,Natural Gas - ST,45.9,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,OBM,Other Biomass,258.2,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,PET,Petroleum,1779.4,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,PETGT,Petroleum - GT,595.4,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,PETIC,Petroleum - IC,65.2,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,PETST,Petroleum - ST,1118.8,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,SOL,Solar,1364.6,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,SOLPV,Solar - PV,1364.6,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,WND,Wind,75.8,megawatts
2024,MA,Massachusetts,IPP,Independent Power Producers,WOO,Wood,14.9,megawatts
2024,MA,Massachusetts,TOT,All sectors,ALL,All,11505.4,megawatts
2024,MA,Massachusetts,TOT,All sectors,BAT,Battery,305.9,megawatts
2024,MA,Massachusetts,TOT,All sectors,HPS,Pumped Storage,1834.0,megawatts
2024,MA,Massachusetts,TOT,All sectors,HYC,Hydroelectric,267.2,megawatts
2024,MA,Massachusetts,TOT,All sectors,NG,Natural Gas,5017.0,megawatts
2024,MA,Massachusetts,TOT,All sectors,NGCC,Natural Gas - CC,4387.3,megawatts
2024,MA,Massachusetts,TOT,All sectors,NGGT,Natural Gas - GT,536.3,megawatts
2024,MA,Massachusetts,TOT,All sectors,NGIC,Natural Gas - IC,40.0,megawatts
2024,MA,Massachusetts,TOT,All sectors,NGOTH,Natural Gas - OTH,7.5,megawatts
2024,MA,Massachusetts,TOT,All sectors,NGST,Natural Gas - ST,45.9,megawatts
2024,MA,Massachusetts,TOT,All sectors,OBM,Other Biomass,258.2,megawatts
2024,MA,Massachusetts,TOT,All sectors,PET,Petroleum,2275.9,megawatts
2024,MA,Massachusetts,TOT,All sectors,PETGT,Petroleum - GT,738.9,megawatts
2024,MA,Massachusetts,TOT,All sectors,PETIC,Petroleum - IC,113.1,megawatts
2024,MA,Massachusetts,TOT,All sectors,PETOTH,Petroleum - OTH,305.1,megawatts
2024,MA,Massachusetts,TOT,All sectors,PETST,Petroleum - ST,1118.8,megawatts
2024,MA,Massachusetts,TOT,All sectors,SOL,Solar,1430.5,megawatts
2024,MA,Massachusetts,TOT,All sectors,SOLPV,Solar - PV,1430.5,megawatts
2024,MA,Massachusetts,TOT,All sectors,WND,Wind,101.8,megawatts
2024,MA,Massachusetts,TOT,All sectors,WOO,Wood,14.9,megawatts
2024,MD,Maryland,EU,Electric Utilities,ALL,All,1071.4,megawatts
2024,MD,Maryland,EU,Electric Utilities,BAT,Battery,0.7,megawatts
2024,MD,Maryland,EU,Electric Utilities,NG,Natural Gas,993.3,megawatts
2024,MD,Maryland,EU,Electric Utilities,NGCC,Natural Gas - CC,991.3,megawatts
2024,MD,Maryland,EU,Electric Utilities,NGIC,Natural Gas - IC,2.0,megawatts
2024,MD,Maryland,EU,Electric Utilities,PET,Petroleum,71.9,megawatts
2024,MD,Maryland,EU,Electric Utilities,PETGT,Petroleum - GT,9.0,megawatts
2024,MD,Maryland,EU,Electric Utilities,PETIC,Petroleum - IC,62.9,megawatts
2024,MD,Maryland,EU,Electric Utilities,SOL,Solar,5.5,megawatts
2024,MD,Maryland,EU,Electric Utilities,SOLPV,Solar - PV,5.5,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,ALL,All,10646.5,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,BAT,Battery,8.7,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,COL,Coal,1273.0,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,HYC,Hydroelectric,514.9,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NG,Natural Gas,4635.8,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1749.8,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1675.4,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NGIC,Natural Gas - IC,9.5,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NGST,Natural Gas - ST,1201.1,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,NUC,Nuclear,1745.2,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,OBM,Other Biomass,137.3,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,PET,Petroleum,1474.4,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,PETGT,Petroleum - GT,474.1,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,PETIC,Petroleum - IC,19.3,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,PETST,Petroleum - ST,981.0,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,SOL,Solar,665.9,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,SOLPV,Solar - PV,665.9,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,WND,Wind,190.0,megawatts
2024,MD,Maryland,IPP,Independent Power Producers,WOO,Wood,1.3,megawatts
2024,MD,Maryland,TOT,All sectors,ALL,All,11717.9,megawatts
2024,MD,Maryland,TOT,All sectors,BAT,Battery,9.4,megawatts
2024,MD,Maryland,TOT,All sectors,COL,Coal,1273.0,megawatts
2024,MD,Maryland,TOT,All sectors,HYC,Hydroelectric,514.9,megawatts
2024,MD,Maryland,TOT,All sectors,NG,Natural Gas,5629.1,megawatts
2024,MD,Maryland,TOT,All sectors,NGCC,Natural Gas - CC,2741.1,megawatts
2024,MD,Maryland,TOT,All sectors,NGGT,Natural Gas - GT,1675.4,megawatts
2024,MD,Maryland,TOT,All sectors,NGIC,Natural Gas - IC,11.5,megawatts
2024,MD,Maryland,TOT,All sectors,NGST,Natural Gas - ST,1201.1,megawatts
2024,MD,Maryland,TOT,All sectors,NUC,Nuclear,1745.2,megawatts
2024,MD,Maryland,TOT,All sectors,OBM,Other Biomass,137.3,megawatts
2024,MD,Maryland,TOT,All sectors,PET,Petroleum,1546.3,megawatts
2024,MD,Maryland,TOT,All sectors,PETGT,Petroleum - GT,483.1,megawatts
2024,MD,Maryland,TOT,All sectors,PETIC,Petroleum - IC,82.2,megawatts
2024,MD,Maryland,TOT,All sectors,PETST,Petroleum - ST,981.0,megawatts
2024,MD,Maryland,TOT,All sectors,SOL,Solar,671.4,megawatts
2024,MD,Maryland,TOT,All sectors,SOLPV,Solar - PV,671.4,megawatts
2024,MD,Maryland,TOT,All sectors,WND,Wind,190.0,megawatts
2024,MD,Maryland,TOT,All sectors,WOO,Wood,1.3,megawatts
2024,ME,Maine,EU,Electric Utilities,ALL,All,1.2,megawatts
2024,ME,Maine,EU,Electric Utilities,HYC,Hydroelectric,1.2,megawatts
2024,ME,Maine,IPP,Independent Power Producers,ALL,All,5585.1,megawatts
2024,ME,Maine,IPP,Independent Power Producers,BAT,Battery,62.3,megawatts
2024,ME,Maine,IPP,Independent Power Producers,HYC,Hydroelectric,724.6,megawatts
2024,ME,Maine,IPP,Independent Power Producers,NG,Natural Gas,1584.2,megawatts
2024,ME,Maine,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1272.2,megawatts
2024,ME,Maine,IPP,Independent Power Producers,NGGT,Natural Gas - GT,312.0,megawatts
2024,ME,Maine,IPP,Independent Power Producers,OBM,Other Biomass,38.6,megawatts
2024,ME,Maine,IPP,Independent Power Producers,OT,Other,22.0,megawatts
2024,ME,Maine,IPP,Independent Power Producers,PET,Petroleum,844.7,megawatts
2024,ME,Maine,IPP,Independent Power Producers,PETGT,Petroleum - GT,32.0,megawatts
2024,ME,Maine,IPP,Independent Power Producers,PETIC,Petroleum - IC,1.8,megawatts
2024,ME,Maine,IPP,Independent Power Producers,PETST,Petroleum - ST,810.9,megawatts
2024,ME,Maine,IPP,Independent Power Producers,SOL,Solar,829.2,megawatts
2024,ME,Maine,IPP,Independent Power Producers,SOLPV,Solar - PV,829.2,megawatts
2024,ME,Maine,IPP,Independent Power Producers,WND,Wind,1029.5,megawatts
2024,ME,Maine,IPP,Independent Power Producers,WOO,Wood,450.0,megawatts
2024,ME,Maine,TOT,All sectors,ALL,All,5586.3,megawatts
2024,ME,Maine,TOT,All sectors,BAT,Battery,62.3,megawatts
2024,ME,Maine,TOT,All sectors,HYC,Hydroelectric,725.8,megawatts
2024,ME,Maine,TOT,All sectors,NG,Natural Gas,1584.2,megawatts
2024,ME,Maine,TOT,All sectors,NGCC,Natural Gas - CC,1272.2,megawatts
2024,ME,Maine,TOT,All sectors,NGGT,Natural Gas - GT,312.0,megawatts
2024,ME,Maine,TOT,All sectors,OBM,Other Biomass,38.6,megawatts
2024,ME,Maine,TOT,All sectors,OT,Other,22.0,megawatts
2024,ME,Maine,TOT,All sectors,PET,Petroleum,844.7,megawatts
2024,ME,Maine,TOT,All sectors,PETGT,Petroleum - GT,32.0,megawatts
2024,ME,Maine,TOT,All sectors,PETIC,Petroleum - IC,1.8,megawatts
2024,ME,Maine,TOT,All sectors,PETST,Petroleum - ST,810.9,megawatts
2024,ME,Maine,TOT,All sectors,SOL,Solar,829.2,megawatts
2024,ME,Maine,TOT,All sectors,SOLPV,Solar - PV,829.2,megawatts
2024,ME,Maine,TOT,All sectors,WND,Wind,1029.5,megawatts
2024,ME,Maine,TOT,All sectors,WOO,Wood,450.0,megawatts
